,company,name,Срок годности:,volume,price,Год выпуска:,Группа ароматов:,Верхние ноты:,Ноты сердца:,Базовые ноты:,Страна производства:,Производитель:
42,MPF,Orchid-Noir,36 месяцев с момента апробирования,0,0,2012,восточные,жасмин;черная смородина;иланг-иланг,черная орхидея,амбра;ваниль;ветивер;канадский бальзам;темный шоколад;древесные ноты,Объединённые Арабские Эмираты,My Perfumes
43,Ghost,Men-Ghost,36 месяцев с момента апробирования,50 мл,5 506 р.,2004,фужерные;древесные,анис;бергамот;гвоздика;мята,ландыш;роза;цветок апельсина,бобы тонка;пачули;сандал,Великобритания,Designer Parfums
44,Carolina-Herrera,212-Pop,36 месяцев с момента апробирования,0,0,2011,фужерные;водяные,мята,мандарин;водные ноты,мускус;древесные ноты,Соединённые Штаты Америки,Puig
45,Carolina-Herrera,Ch,36 месяцев с момента апробирования,2 мл,418 р.,2009,древесные,грейпфрут;лаванда,цикламен;шафран,кашемировое дерево;кожа,Соединённые Штаты Америки,Puig
46,Carolina-Herrera,212-Men-On-Ice-2004,36 месяцев с момента апробирования,0,0,2004,цитрусовые;фужерные,бергамот;мандарин;цветок апельсина,кардамон;кориандр;мускатный орех,ладан;мускус,Соединённые Штаты Америки,Puig
47,Carolina-Herrera,212-Surf,36 месяцев с момента апробирования,100 мл,10 715 р.,2014,фужерные,морские ноты,грейпфрут,пачули,Соединённые Штаты Америки,Puig
48,Carolina-Herrera,212-Vip-Men,36 месяцев с момента апробирования,50 мл,5 890 р.,2011,пряные;древесные,лайм;мята,водка;имбирь,бобы тонка;древесина,Соединённые Штаты Америки,Puig
49,Carolina-Herrera,CH-Insignia-Men,36 месяцев с момента апробирования,0,0,2018,восточные;древесные,корица;шафран,роза;фиалка,кашмеран;лабданум;пачули;уд;древесные ноты,Соединённые Штаты Америки,Puig
50,Carolina-Herrera,CH-Pasion-For-Him,36 месяцев с момента апробирования,100 мл,11 763 р.,2023,восточные;древесные,олибанум;розовый перец;тунисский нероли,ирис;техасский кедр;мирра,австралийский сандал;бобы тонка;бурбонская ваниль;amberwood;древесные ноты,Соединённые Штаты Америки,Puig
51,Carolina-Herrera,Ch-Grand-Tour,36 месяцев с момента апробирования,0,0,2014,восточные;пряные,ладан;мате,корица;мускатный орех;специи,кожа;махагони,Соединённые Штаты Америки,Puig
52,Carolina-Herrera,212-Vip-Black,36 месяцев с момента апробирования,5 мл,811 р.,2017,фужерные;ароматические,абсент,кожа;лаванда,мускус;черная ваниль,Соединённые Штаты Америки,Puig
53,Carolina-Herrera,Bad-Boy-Superstar,36 месяцев с момента апробирования,0,0,2021,амбровые;ароматические;древесные,белый перец;грейпфрут,ветивер;мускатный шалфей,бобы тонка;какао,Соединённые Штаты Америки,Puig
54,Carolina-Herrera,Bad-Boy-Cobalt-Elixir,36 месяцев с момента апробирования,50 мл,7 768 р.,,,,,,Соединённые Штаты Америки,Puig
55,Carolina-Herrera,Bad-Boy-Cobalt-Parfum-Electrique,36 месяцев с момента апробирования,5 мл,1 163 р.,2022,древесные;фужерные,лаванда;розовый перец,герань;слива,ветивер;дуб;кедр;трюфель,Соединённые Штаты Америки,Puig
56,Carolina-Herrera,212-VIP-Black-NY,36 месяцев с момента апробирования,100 мл,10 858 р.,2023,кожаные;фужерные;гурманские,лаванда,кофе,ветивер;кожа,Соединённые Штаты Америки,Puig
57,Carolina-Herrera,Bad-Boy,36 месяцев с момента апробирования,3 мл,592 р.,2019,пряные;амбровые;древесные,белый перец;бергамот;перец,ветивер;шалфей,бобы тонка;какао,Соединённые Штаты Америки,Puig
58,Carolina-Herrera,Bad-Boy-Le-Parfum,36 месяцев с момента апробирования,5 мл,811 р.,2021,ароматические;древесные,грейпфрут;конопля,герань;перец,ветивер;кожа,Соединённые Штаты Америки,Puig
59,Carolina-Herrera,212-On-Ice-Carolina-Herrera,36 месяцев с момента апробирования,0,0,2005,цитрусовые,бергамот;грейпфрут,гардения;имбирь;кардамон;мускатный орех,мускус,Соединённые Штаты Америки,Puig
60,Carolina-Herrera,212-VIP-Black-Extra,36 месяцев с момента апробирования,0,0,2019,восточные;фужерные,грейпфрут;кока-кола;ром,дубовый мох;кожа;лаванда,мускус;какао,Соединённые Штаты Америки,Puig
61,Carolina-Herrera,212-Vip-Club-Carolina-Herrera,36 месяцев с момента апробирования,0,0,2015,пряные;древесные,лайм;черная икра;водные ноты,мускатный орех;перец;древесные ноты,темный шоколад;древесные ноты,Соединённые Штаты Америки,Puig
62,Carolina-Herrera,212-Heroes,36 месяцев с момента апробирования,50 мл,7 607 р.,2021,ароматические,груша;имбирь,герань;шалфей,кожа;мускус,Соединённые Штаты Америки,Puig
63,Carolina-Herrera,Ch-Central-Park-Carolina-Herrera,36 месяцев с момента апробирования,0,0,2016,пряные;древесные,имбирь,черный кардамон,белый кедр,Соединённые Штаты Америки,Puig
64,Carolina-Herrera,212-Vip-Men-Party-Fever,36 месяцев с момента апробирования,100 мл,24 706 р.,2018,древесные;пряные,имбирь;красное яблоко;тамаринд;цитрусы;ягоды можжевельника,белая фрезия;герань;конопля,белый кедр;бобы тонка;ветивер;мускус;олибанум,Соединённые Штаты Америки,Puig
65,Carolina-Herrera,Ch-Africa,36 месяцев с момента апробирования,0,0,2015,пряные;древесные,мандарин;розовый перец,стручковый перец;шалфей,атласский кедр;кашемировое дерево;кофе;Атласский кедр,Соединённые Штаты Америки,Puig
66,Carolina-Herrera,212-Men-Ice-2010,36 месяцев с момента апробирования,0,0,2010,древесные;пряные,лакричник;перец,фиалка,мускус;древесные ноты,Соединённые Штаты Америки,Puig
67,Carolina-Herrera,CH-Men-Hot!-Hot!-Hot!,36 месяцев с момента апробирования,0,0,2022,древесные;кожаные,грейпфрут;лист фиалки;лист ревеня,сычуаньский перец;ангелика,кожа;сандал;мадагаскарский ветивер,Соединённые Штаты Америки,Puig
68,Carolina-Herrera,Ch-Sport,36 месяцев с момента апробирования,100 мл,5 727 р.,2012,фужерные;пряные,бергамот;грейпфрут;шалфей,можжевельник;морские ноты;сычуаньский перец,ветивер;дубовый мох;сандал,Соединённые Штаты Америки,Puig
69,Carolina-Herrera,212-men,36 месяцев с момента апробирования,2 мл,456 р.,1999,цветочные,бергамот;грейпфрут;цветочные ноты,гардения;жасмин,мускус;сандал,Соединённые Штаты Америки,Puig
70,Carolina-Herrera,212-Men-On-Ice-2006,36 месяцев с момента апробирования,0,0,2006,цитрусовые;фужерные,бергамот;грейпфрут;мята,гардения;имбирь;кардамон;мускатный орех,ладан;мускус;сандал,Соединённые Штаты Америки,Puig
71,Carolina-Herrera,212-Nyc-Men-Pills,36 месяцев с момента апробирования,0,0,2016,цветочные;мускусные;древесные,бергамот;грейпфрут;лаванда;специи;зеленые ноты;петитгрейн,гардения;имбирь;фиалка;шалфей,белый мускус;ветивер;лабданум;ладан;сандал;гваяк,Соединённые Штаты Америки,Puig
72,Carolina-Herrera,Aqua-Carolina-Herrera,36 месяцев с момента апробирования,50 мл,15 125 р.,2004,цитрусовые;фужерные;древесные,бергамот;листья инжира;мандарин;лист бамбука,белый перец;лаванда;нероли;розмарин,амбра;бобы тонка;ветивер;мускус,Соединённые Штаты Америки,Puig
73,Carolina-Herrera,Chic,36 месяцев с момента апробирования,60 мл,5 660 р.,2003,фужерные;пряные;древесные,арбуз;бергамот;кардамон;лимон;мандарин,корица;перец,амбра;бобы тонка;кедр;мускус;сандал,Соединённые Штаты Америки,Puig
74,Carolina-Herrera,CH-Men-Under-The-Sea,36 месяцев с момента апробирования,0,0,2021,древесные,можжевельник;ангелика,лист фиалки;морские ноты,ваниль;кашмеран,Соединённые Штаты Америки,Puig
75,Carolina-Herrera,212-Men-White-Limited-Edition,36 месяцев с момента апробирования,100 мл,12 989 р.,2003,фужерные;древесные,бергамот;лимон,кардамон;кориандр;лаванда;перец,ветивер;кедр;мускус;сандал;табак,Соединённые Штаты Америки,Puig
76,Carolina-Herrera,212-Vip-Men-Wild-Party,36 месяцев с момента апробирования,0,0,2016,пряные;древесные,икра;лайм;перец,лист фиалки,древесные ноты,Соединённые Штаты Америки,Puig
77,Carolina-Herrera,Ch-Prive,36 месяцев с момента апробирования,0,0,2015,кожаные,виски;грейпфрут;помело,кардамон;лаванда;тмин;шалфей,бензоин;бобы тонка;кожа;древесные ноты,Соединённые Штаты Америки,Puig
78,Carolina-Herrera,212-Sexy,36 месяцев с момента апробирования,5 мл,764 р.,2006,амбровые,бергамот;мандарин,кардамон;черный перец,ваниль;сандал,Соединённые Штаты Америки,Puig
79,Carolina-Herrera,212-Men-Splash,36 месяцев с момента апробирования,0,0,2007,древесно-мускусные;цветочные,бергамот;мята,гардения;имбирь;кардамон;мускатный орех,ладан;мускус;сандал,Соединённые Штаты Америки,Puig
80,Carolina-Herrera,212-Sexy-Men-Pills,36 месяцев с момента апробирования,0,0,2016,фужерные;восточные,бергамот;мандарин;зеленые ноты,кардамон;перец;цветочные ноты,амбра;бобы тонка;бурбонская ваниль;мускус;сандал;гваяк,Соединённые Штаты Америки,Puig
81,Carolina-Herrera,212-Vip-Black-Red,36 месяцев с момента апробирования,100 мл,21 346 р.,2020,пряные;древесные,имбирь;кардамон;ямайский перец,абсент,кожа;гваяк,Соединённые Штаты Америки,Puig
82,Carolina-Herrera,212-VIP-Black-Smiley,36 месяцев с момента апробирования,0,0,2022,ароматические,имбирь;красный апельсин;цветок апельсина,кунжут;мадагаскарский перец;экстракт лаванды,ваниль;кожа;сладкий миндаль,Соединённые Штаты Америки,Puig
83,Carolina-Herrera,212-Vip-Men-Wins,36 месяцев с момента апробирования,0,0,2021,фужерные,базилик;мандарин;юзу,лаванда;перец,бобы тонка;кожа,Соединённые Штаты Америки,Puig
84,Carolina-Herrera,212-Summer-Carolina-Herrera,36 месяцев с момента апробирования,100 мл,10 715 р.,2013,цитрусовые;фужерные,грейпфрут;джин;кардамон;мандарин;цитрусы,амброксан;жасмин;перец,мускус;пачули;древесные ноты,Соединённые Штаты Америки,Puig
85,Carolina-Herrera,212-Vip-Men-Pills,36 месяцев с момента апробирования,0,0,2016,восточные;древесные,имбирь;лайм;маракуйя;перец;черная икра,водка;джин;мята;специи,амбра;кожа;древесные ноты,Соединённые Штаты Америки,Puig
86,Carolina-Herrera,Men-Carolina-Herrera,36 месяцев с момента апробирования,100 мл,7 915 р.,1991,цветочные;мускусные;древесные;табачные,лаванда;нероли;розмарин;цитрусы,гвоздика;герань;клевер,сандал;табак,Соединённые Штаты Америки,Puig
87,Carolina-Herrera,Bad-Boy-Extreme,36 месяцев с момента апробирования,50 мл,8 062 р.,2023,восточные,бергамот;имбирь;слива,лабданум;мускатный шалфей;олибанум;давана;какао,бобы тонка;ветивер;ладан;пачули;опопонакс,Соединённые Штаты Америки,Puig
88,Carolina-Herrera,212-H2o,36 месяцев с момента апробирования,0,0,2003,пряные;древесные,грейпфрут;лист черной смородины;мандарин;можжевельник,гардения;красная смородина;мускатный орех,мускус;сандал,Соединённые Штаты Америки,Puig
89,Carolina-Herrera,212-Men-Aqua,36 месяцев с момента апробирования,100 мл,12 744 р.,2017,водяные;древесные,бергамот;грейпфрут;имбирь;морская вода,амброксан;гардения;кардамон;циперус,ветивер;мускус;палисандр;пачули;сандал,Соединённые Штаты Америки,Puig
90,Carolina-Herrera,212-VIP-Black-Run-The-Party,36 месяцев с момента апробирования,0,0,2019,фужерные,абсент;фенхель,лаванда,ваниль;мускус,Соединённые Штаты Америки,Puig
91,Carolina-Herrera,212-Glam,36 месяцев с момента апробирования,0,0,2012,мускусные;табачные,темный шоколад;какао,табак,бобы тонка;мускус,Соединённые Штаты Америки,Puig
92,Carolina-Herrera,Bad-Boy-Dazzling-Garden,36 месяцев с момента апробирования,0,0,,,,,,Соединённые Штаты Америки,Puig
93,Carolina-Herrera,CH-Beasts,36 месяцев с момента апробирования,0,0,2020,восточные;пряные,перец;ягоды можжевельника;ангелика,лист фиалки;пихтовый бальзам;водные ноты,кашемировое дерево;лабданум;мадагаскарская ваниль,Соединённые Штаты Америки,Puig
94,Carolina-Herrera,212-Men-Silver-Limited-Edition,36 месяцев с момента апробирования,0,0,2002,пряные;фужерные,специи;трава;петитгрейн,гардения;имбирь;розовый перец,ладан;мускус;сандал,Соединённые Штаты Америки,Puig
95,Maison-Francis-Kurkdjian,Apom-Maison-Francis-Kurkdjian,36 месяцев с момента апробирования,0,0,2009,фужерные,цветок апельсина,кедр,амбра,Франция,LVMH
96,Maison-Francis-Kurkdjian,Masculin-Pluriel,36 месяцев с момента апробирования,70 мл,18 005 р.,2014,фужерные;древесные,кедр;лаванда,кожа;пачули,ветивер,Франция,LVMH
97,Maison-Francis-Kurkdjian,Set-Men,36 месяцев с момента апробирования,0,0,,ароматические,ароматические ноты,ароматические ноты,ароматические ноты,Франция,LVMH
98,Maison-Francis-Kurkdjian,Amyris-Eau-De-Toilette,36 месяцев с момента апробирования,2 мл,1 373 р.,2012,фужерные,мандарин;розмарин;шафран,амирис;ирис;Вирджинский кедр,бобы тонка;уд,Франция,LVMH
99,Maison-Francis-Kurkdjian,Amyris-Homme-Extrait-De-Parfum,36 месяцев с момента апробирования,2 мл,647 р.,2019,древесные,итальянский мандарин;розмарин;шафран,амирис;ваниль;ирис;корица,бобы тонка;уд,Франция,LVMH
100,Maison-Francis-Kurkdjian,L-Homme-A-La-Rose,36 месяцев с момента апробирования,2 мл,564 р.,2020,цветочные;древесно-мускусные,грейпфрут,дамасская роза;шалфей,лабданум;amberwood,Франция,LVMH
101,Maison-Francis-Kurkdjian,Lumiere-Noire-Maison-Francis-Kurkdjian1,36 месяцев с момента апробирования,2 мл,1 762 р.,2009,фужерные,артемизия,роза;тмин,корица;пачули,Франция,LVMH
102,Pitbull,Cuba-Man,36 месяцев с момента апробирования,1.5 мл,298 р.,2017,фужерные,бергамот;кардамон;лимон;розмарин,дубовый мох;жасмин;кориандр,белый кедр;бобы тонка;мускус,Соединённые Штаты Америки,Parlux
103,Pitbull,Man,36 месяцев с момента апробирования,0,0,2013,фужерные,бергамот;кардамон;мандарин;шалфей,вербена;фиалка;древесные ноты,амбра;бобы тонка;ветивер;мускус,Соединённые Штаты Америки,Parlux
104,SpongeBob-Squarepants,For-Boys,36 месяцев с момента апробирования,0,0,2015,цитрусовые;фужерные,грейпфрут;дыня;лимон,морские ноты;розмарин,мускус;древесные ноты,Соединённые Штаты Америки,First American Brands
105,Renato-Balestra,Diamante-Nero-Homme,36 месяцев с момента апробирования,0,0,2011,фужерные;фруктовые,бергамот;грейпфрут;красное яблоко;мята,африканский апельсиновый цвет;кардамон;корица;мускатный орех,амбра;ваниль;мускус;Вирджинский кедр,Италия,
106,Renato-Balestra,Argento,36 месяцев с момента апробирования,0,0,1997,цветочные;шипровые,кардамон;лайм;мандарин;нероли,кориандр;ландыш;роза;цикламен,белый кедр;дубовый мох;мускус;пачули,Италия,
107,Renato-Balestra,Uomo,36 месяцев с момента апробирования,2 мл,286 р.,1982,древесные;шипровые,бергамот;лаванда;мускатный шалфей;ревень,белый кедр;кардамон;кориандр;ландыш,амбра;амирис;ветивер;дубовый мох;черное дерево,Италия,
108,Renato-Balestra,Pour-Homme,36 месяцев с момента апробирования,0,0,1982,древесные;шипровые,артемизия;базилик;бергамот;гвоздика;мандарин;чабрец;шалфей;ягоды можжевельника,гвоздика;герань;кардамон;кориандр;лаванда;ландыш;пачули;роза;сосна;Вирджинский кедр,амбра;амирис;ветивер;дубовый мох;кожа;мускус;эбеновое дерево;гваяк,Италия,
109,Renato-Balestra,Via-Sistina-Pour-Homme,36 месяцев с момента апробирования,0,0,2002,цитрусовые;фруктовые;пряные,базилик;бергамот;грейпфрут;мандарин;мята;полынь;черная смородина,гальбанум;корица;цикламен,древесные ноты,Италия,
110,Carthusia,Uomo-Carthusia,36 месяцев с момента апробирования,2 мл,703 р.,2004,цветочные;пряные;свежие,белая фрезия;бергамот;зеленые листья;лимон;зеленые ноты,белый кедр;герань;жасмин;ландыш;пачули,амбра;дубовый мох;мускус;сандал,Италия,
111,Carthusia,Numero-Uno,36 месяцев с момента апробирования,0,0,2007,древесные;фужерные,апельсин;бергамот;эвкалипт,артемизия;пачули;фиалка;чабрец;иланг-иланг;литсея кубеба,ветивер;лабданум;мускус;мирра;древесные ноты,Италия,
112,Carthusia,1681,36 месяцев с момента апробирования,0,0,2010,фужерные;пряные,бергамот;кориандр;мандарин;розмарин;красный тимьян,ирис;лаванда;нероли;черный перец;петитгрейн,амбра;ваниль;кедр;ладан;мускус;сандал,Италия,
113,Orlane,Derrick,36 месяцев с момента апробирования,5 мл,255 р.,1978,фужерные,лаванда;розмарин;тархун;чабрец,белый кедр;герань;жасмин;мускатный орех;пачули;перец;сосна;тмин,белый мускус;кумарин;лабданум;ладан,Франция,
114,Dirk-Bikkembergs,Dirk,36 месяцев с момента апробирования,10 мл,1 650 р.,2016,фужерные;восточные,бергамот;перец;яблоко,бобы тонка;герань;цветок апельсина,бензоин;ветивер;мускус,Бельгия,Perfume Holding
115,Prive-Perfumes,Ethos-Night,36 месяцев с момента апробирования,0,0,2022,мускусные;цитрусовые,бергамот;мандарин;сычуаньский перец,ветивер;герань;лаванда;пачули,амбра;белый мускус,Объединённые Арабские Эмираты,
116,Prive-Perfumes,Hunter,36 месяцев с момента апробирования,0,0,2021,цитрусовые;древесные,бергамот;цитрусы,ветивер;ландыш,мускус,Объединённые Арабские Эмираты,
117,Prive-Perfumes,Hunter-Blue,36 месяцев с момента апробирования,0,0,2021,восточные;древесные,грейпфрут;лимон;розовый перец,жасмин;имбирь;мускатный орех,ветивер;кедр;ладан;мускус;пачули;сандал,Объединённые Арабские Эмираты,
118,Prive-Perfumes,Hunter-Night,36 месяцев с момента апробирования,0,0,2021,цитрусовые;кожаные,ананас;бергамот;розовый перец;черная смородина;яблоко,жасмин;кожа;пачули,амбра;белый мускус;дубовый мох,Объединённые Арабские Эмираты,
119,Route-66,The-Road-To-Paradise-Is-Rough,36 месяцев с момента апробирования,100 мл,1 534 р.,2021,кожаные,яблоко,замша;восточные ноты,ваниль;лаванда;мускус;древесные ноты,Соединённые Штаты Америки,Maurer & Wirtz
120,Route-66,From-Coast-To-Coast,36 месяцев с момента апробирования,0,0,2021,фужерные;фруктовые,ананас;зеленое яблоко;лимон,лаванда;лилия,амбра;бобы тонка;кедр,Соединённые Штаты Америки,Maurer & Wirtz
121,Route-66,Easy-Way-Of-Life,36 месяцев с момента апробирования,100 мл,1 176 р.,2021,цитрусовые;фужерные,бергамот,паркинсония флоридская,лаванда,Соединённые Штаты Америки,Maurer & Wirtz
122,Route-66,Born-To-Be-Wild,36 месяцев с момента апробирования,100 мл,1 176 р.,2022,фужерные;древесные,апельсин;черный перец;яблоко,кориандр;эбеновое дерево;тиковое дерево,ваниль;ладан;табак,Соединённые Штаты Америки,Maurer & Wirtz
123,Hermes,Terre-DHermes-Flacon-H-2021-Parfum,36 месяцев с момента апробирования,75 мл,9 263 р.,2021,древесные;пряные,апельсин;грейпфрут,кремень;шисо,бензоин;дубовый мох;древесные ноты,Франция,
124,Hermes,Terre-Dhermes,36 месяцев с момента апробирования,1.5 мл,514 р.,2006,пряные;древесные,апельсин;грейпфрут,кремень;пеларгония;перец,бензоин;ветивер;кедр;пачули,Франция,
125,Hermes,Terre-D,36 месяцев с момента апробирования,2 мл,518 р.,2018,древесные;фужерные,бергамот;грейпфрут;лимон,герань;сычуаньский перец,ветивер;олибанум;пачули;amberwood,Франция,
